(:id 0
 :name 体力珠【1】
 :holes 1
 :skills ((0 2) ))
(:id 1
 :name 早复珠【1】
 :holes 1
 :skills ((84 1) (89 -1) ))
(:id 2
 :name 早复珠【2】
 :holes 2
 :skills ((84 3) (89 -1) ))
(:id 3
 :name 治愈珠【1】
 :holes 1
 :skills ((83 1) (84 -1) ))
(:id 4
 :name 治愈珠【2】
 :holes 2
 :skills ((83 3) (84 -1) ))
(:id 5
 :name 强走珠【1】
 :holes 1
 :skills ((47 1) (90 -1) ))
(:id 6
 :name 强走珠【3】
 :holes 3
 :skills ((47 4) (90 -2) ))
(:id 7
 :name 体术珠【1】
 :holes 1
 :skills ((72 1) (47 -1) ))
(:id 8
 :name 体术珠【2】
 :holes 2
 :skills ((72 3) (47 -1) ))
(:id 9
 :name 早气珠【1】
 :holes 1
 :skills ((85 1) (48 -1) ))
(:id 10
 :name 早气珠【2】
 :holes 2
 :skills ((85 3) (48 -1) ))
(:id 11
 :name 无食珠【1】
 :holes 1
 :skills ((90 2) ))
(:id 12
 :name 食汉珠【1】
 :holes 1
 :skills ((91 2) ))
(:id 13
 :name 攻击珠【1】
 :holes 1
 :skills ((1 1) (2 -1) ))
(:id 14
 :name 攻击珠【2】
 :holes 2
 :skills ((1 3) (2 -1) ))
(:id 15
 :name 攻击珠【3】
 :holes 3
 :skills ((1 5) (2 -1) ))
(:id 16
 :name 达人珠【1】
 :holes 1
 :skills ((51 1) (7 -1) ))
(:id 17
 :name 达人珠【2】
 :holes 2
 :skills ((51 3) (7 -1) ))
(:id 18
 :name 达人珠【3】
 :holes 3
 :skills ((51 5) (7 -1) ))
(:id 19
 :name 特攻珠【1】
 :holes 1
 :skills ((52 1) (70 -1) ))
(:id 20
 :name 特攻珠【2】
 :holes 2
 :skills ((52 3) (70 -1) ))
(:id 21
 :name 属攻珠【1】
 :holes 1
 :skills ((70 1) (52 -1) ))
(:id 22
 :name 属攻珠【3】
 :holes 3
 :skills ((70 4) (52 -3) ))
(:id 23
 :name 火炎珠【1】
 :holes 1
 :skills ((65 1) (66 -1) ))
(:id 24
 :name 火炎珠【2】
 :holes 2
 :skills ((65 3) (66 -1) ))
(:id 25
 :name 流水珠【1】
 :holes 1
 :skills ((66 1) (67 -1) ))
(:id 26
 :name 流水珠【2】
 :holes 2
 :skills ((66 3) (67 -1) ))
(:id 27
 :name 雷光珠【1】
 :holes 1
 :skills ((67 1) (68 -1) ))
(:id 28
 :name 雷光珠【2】
